texto,categoria_general,intent_1,intent_2,intent_3,intent_4
tiene el poder del chorro cambiado,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
era el dolor intolerable al principio,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene signos de abstinencia?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha tenido alguna pérdida de orina después del ataque,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha tenido alguna vez distonía cervical?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Te duele la dentadura postiza?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
tiene la impresión de una descarga eléctrica,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene una hemorragia o flujo ginecológico anormal?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
era maloliente,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
ha orinado sangre,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿está sucio su esputo?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted un problema de menopausia?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es un dolor de torsión,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene alguna vez dificultades para levantarse de la cama o de una silla?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿te aprieta menos la ropa que antes?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
ha aumentado su apetito,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha tenido alguna hemorragia desde que tuvo la menopausia?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
están ambas rodillas afectadas,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted picor o dolor vaginal?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene dificultades para oír en un entorno ruidoso?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene dolores articulares?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sufre problemas de defecación?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sufre de sequedad vaginal?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted diabetes?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
tiene una disminución de la fuerza muscular,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene alguna otra enfermedad?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted orgasmos?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
sufres de vomitos?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene dificultad para vaciar la vejiga?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿has tenido un derrame cerebral?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha tenido una hemorragia nasal recientemente?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es un dolor pulsante,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿te has quedado sin aliento?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Se siente pesado después de una comida rica en grasas?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿notó una hinchazón en la cavidad axilar izquierda,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿diarrea?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿has estado sudando? ¿cosas así?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
"Tiene dolor abdominal, ¿es eso?",sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene sangre en el esputo?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha experimentado algún efecto secundario al tomar estos medicamentos?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted sangrado frecuente de las encías?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Sientes un nudo en la garganta?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
"¿tiene usted ilusiones visuales, auditivas o gustativas?",sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
ves doble,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿hay ampollas?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted apetito?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted acidez de estómago?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
ha tenido una dislocación,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted picores en las venas de los miembros inferiores?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es una tos severa,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene dificultades para ir al baño?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene episodios de asfixia?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted dolor en el pecho?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
ha aumentado el tamaño de su cráneo o mandíbula,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿las ganas de defecar te despiertan por la noche?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿has notado algún cambio en tu tolerancia al frío,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿el dolor va acompañado de vómitos?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿notó una hinchazón en la cavidad axilar izquierda,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
vomitó sangre,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
pierde la conciencia,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
ha tenido erupciones justo antes de las condiciones eritematosas,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
era todo el esputo con sangre,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
has tenido una menopausia joven,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene una erección de inmediato?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿siente que su corazón falla?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
vomita deliberadamente,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ves a veces anillos brillantes,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿siente como si su corazón se hubiera detenido momentáneamente,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es el dolor acompañado de enrojecimiento facial,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es un calambre,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es un dolor punzante,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
ha perdido coágulos o restos de tejido,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Te duele el pecho?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es tu voz más baja,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
tienes dolores de cabeza?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es usted muy sensible a la luz,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
tiene problemas de fisuras,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es un dolor intermitente,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted manchas rojas en las piernas?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Orinas normalmente?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿cree que tiene dificultades para oír?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Tiene secreción de los pezones?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
ha tenido alguna vez problemas de salud mental,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿te duele la cabeza?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha defecado desde que tuvo el dolor?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted acidez de estómago?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
ha orinado alguna vez sangre,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
tiene regurgitación,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha tenido ataques de fiebre?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿no hay problemas respiratorios?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha tenido recientemente sinusitis?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene algún dolor en las articulaciones?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
heces duras,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Sangras mucho?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿has tenido hemorragias nasales?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Tienes otras alucinaciones visuales?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
tiene una disminución del flujo de orina,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted lipotimia?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene dolor en el músculo bíceps?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted diabetes?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿presión arterial alta?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿se inclina el ojo hacia la nariz?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
fue su tos productiva,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿nunca estás enfermo?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sufre de asfixia?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
ha cambiado su malestar,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿siente que le sobresale un diente?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tus articulaciones dolorosas están calientes?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿siente que la habitación gira o se balancea?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha sido alguna vez incapaz de orinar a pesar de las fuertes ganas de hacerlo?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sufre de dolor en la capa endolinfática de la hoja espiral?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sufre una enfermedad de las costillas?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es el poder del chorro estable,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha utilizado mucho el brazo últimamente?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene la sensación de tener el recto lleno?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene asperezas en la mucosa oral?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha tragado algo que pueda haberse obstruido en la garganta?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sufre de dolor de cuello?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha tenido algún movimiento involuntario,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿se siente bien descansado cuando se levanta por la mañana?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha tenido adormecimiento facial,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es el dolor de los cólicos,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿las ganas de defecar te despiertan por la noche?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Orinar después del síncope?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene una sensación repentina de chasquido en el hombro con dolor intenso?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted dolor en los genitales?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿has tenido un sonido de crack?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted mucosidad?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿alguna vez te sientes mareado?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
le molesta la luz,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿pierde orina?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sufre de ardor retroesternal?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted la nariz que gotea?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene zumbido en los oídos?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sufre de problemas intestinales?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene dolor en las sienes?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene sensación de ardor?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted a veces migrañas?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
"¿tiene diabetes, hipertensión?",sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene dificultad para masticar o tragar?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted diabetes?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha tenido amígdalas recientemente?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es una tos seca,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Tiene esputo?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿has tenido alguna vez un sudor frío?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿te resulta difícil hacer deporte?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sufre usted de problemas arteriales?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
tuvo la impresión de una amputación de su campo visual,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
puede ver bien a corta distancia,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted una deformación de la columna vertebral?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sufre de enfermedades de las encías?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
ha cambiado la forma de su nariz,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
te falta el aire,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿se puede vaciar completamente la vejiga?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Así que todavía te duele en este momento?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Sientes que tu corazón está fallando?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene una sensación de hinchazón en la cara,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene taquicardia?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿hay pus o flujo sanguíneo asociado?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿No hay dolor?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
has estado sudando,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Alguna vez toses?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
son sus esputos espesos,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene a veces secreción ocular?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted diarrea?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Tienes un estómago de madera,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
hay hinchazón en la rodilla,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sientes los tobillos hinchados?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿No vomitaste después de eso?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene problemas de mandíbula?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Puede ver los objetos con claridad desde la distancia?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿alguna vez te despiertas jadeando?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene a veces ardor en los ojos?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tienes problemas con los movimientos intestinales?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene alguna enfermedad intestinal?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿has notado un bulto en tu ombligo,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿has notado algo que acompañe al dolor de espalda,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
Trastornos del habla y del lenguaje,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿has hecho alguna vez mucosidad o pus?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
"cuando eras un niño, ¿estaban tus dos testículos bien descendidos en la bursa",sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
"le molesta comer, hablar o dormir",sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿es su orina más abundante de lo habitual?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Tuvo vómitos o no?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted una enfermedad intestinal?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Ha tenido alguna hemorragia?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
aparece la sangre al principio,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
dolor episódico,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tienes dolor de estómago?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tienes la cabeza de lado?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
y escalofríos?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Es su flujo vaginal de color marrón oscuro?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted la presión arterial alta?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
ha aumentado el tamaño de su cráneo o mandíbula,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tienes buen apetito?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es un dolor intermitente,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
ha cambiado su visión,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
has perdido la orina,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿oyes bien?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Es su flujo vaginal espumoso?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha notado que sus heces están descoloridas?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Está su diabetes equilibrada?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene entumecimiento o pérdida de sensibilidad en la pierna?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
orina una gran cantidad cada vez que orina,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Sangras entre periodos?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
